"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName"
"NoError, EmulTrap, NoKbd, ClearMem";"Dennis ? 1993 Ocean.";"1993 Ocean";"whdload";"0";"Dennis AGA";"DennisAGADesktopDynamite";"1391566";"D\DennisAGADesktopDynamite\DennisAGA.slave";"0";"D\DennisAGADesktopDynamite";"2097152";"DennisAGADesktopDynamite";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem, EmulDivZero";"Desert Strike - Return to the Gulf ? 1993 Electronic Arts";"1992 Electronic Arts";"whdload";"0";"Desert Strike";"DesertStrike";"2769616";"D\DesertStrike\DesertStrike.slave";"0";"D\DesertStrike";"1048576";"DesertStrike";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Destroyer ?1988 Epix";"1988 Epyx";"whdload";"0";"Destroyer";"Destroyer";"529759";"D\Destroyer\Destroyer.Slave";"786432";"D\Destroyer";"524288";"Destroyer";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Detonator ?1987 Creative Vision";"1987 Creative Vision";"whdload";"0";"Detonator";"Detonator";"768382";"D\Detonator\Detonator.Slave";"327680";"D\Detonator";"524288";"Detonator";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ReqAGA, EmulPriv, ClearMem, Examine";"Detroit ? 1994 Impressions";"1994 Impressions";"whdload";"0";"Detroit AGA";"DetroitAGA";"1747308";"D\DetroitAGA\DetroitAGA.Slave";"1507328";"D\DetroitAGA";"917504";"Detroit";"AGA";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulPriv";"Deuteros ? 1991 Ian Bird.";"1991 Ian Bird";"whdload";"0";"Deuteros";"Deuteros";"1859913";"D\Deuteros\Deuteros.Slave";"262144";"D\Deuteros";"1048576";"Deuteros";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Devious Designs by Image Works (c) 1991 - 2 disks.";"1991 Image Works";"whdload";"0";"Devious Designs";"DeviousDesigns";"1815144";"D\DeviousDesigns\DeviousDesigns.Slave";"0";"D\DeviousDesigns";"524288";"DeviousDesigns";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"";"1993 Mindscape";"whdload";"0";"D/Generation (AGA)";"DGenerationAGA";"1705674";"D\DGenerationAGA\DGenerationAGA.slave";"1572864";"D\DGenerationAGA";"1048576";"DGeneration";"AGA";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, ClearMem";"Dick Tracy ? 1990 Titus.";"1990 Titus";"whdload";"0";"Dick Tracy";"DickTracy";"640590";"D\DickTracy\DickTracy.Slave";"0";"D\DickTracy";"524288";"DickTracy";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Dick Tracy (Adventure) ? 1992 Disney Soft/TouchStone.";"1992 Disney Software/TouchStone.";"whdload";"0";"Dick Tracy (Adventure)";"DickTracyAdventure";"2283536";"D\DickTracyAdventure\DickTracyAdventure.Slave";"262144";"D\DickTracyAdventure";"1048576";"DickTracyAdventure";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Die Hard 2 ? 1992 Grandslam.";"1989 Grandslam";"whdload";"0";"Die Hard 2";"DieHard2";"766383";"D\DieHard2\DieHard2.Slave";"0";"D\DieHard2";"524288";"DieHard2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Digger (c) 1993 Justin Leck - 1 disk.";"1993 Justin Leck";"whdload";"0";"Digger";"Digger";"58900";"D\Digger\Digger.Slave";"0";"D\Digger";"327680";"Digger";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Diggers AGA/CD32 (c)1993 Millenium.";"1993 Millenium";"whdload";"0";"Diggers AGA/CD32 ";"DiggersAGA";"3138000";"D\DiggersAGA\DiggersAGA.slave";"524288";"D\DiggersAGA";"2097152";"Diggers";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Dimo'S Quest ? 1993 Infernal Bytes/Boeder Software.";"1993 Infernal Bytes/Boeder Software";"whdload";"0";"Dimo";"DimosQuest";"838534";"D\DimosQuest\DimosQuest.Slave";"0";"D\DimosQuest";"589824";"DimosQuest";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dinosaur Detective Agency";"1993 Alternative Software / Maximum Effect";"whdload";"0";"Dinosaur Detective Agency";"DinosaurDetectiveAgency";"899312";"D\DinosaurDetectiveAgency\DinosaurDetectiveAgency.Slave";"4096";"D\DinosaurDetectiveAgency";"524288";"DinosaurDetectiveAgency";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"DinoWars ?1991 DigiTek";"1991 DigiTek";"whdload";"0";"DinoWars";"DinoWars";"1865497";"DinoWars\DinoWars.slave";"4096";"DinoWars";"524288";"DinoWars";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Disc ? 1990 Loriciel.";"1990 Loriciel ";"whdload";"0";"Disc";"Disc";"825571";"D\Disc\Disc.Slave";"0";"D\Disc";"589824";"Disc";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Discovery: In the steps of Columbus ?1992 Impressions";"1992 Impressions";"whdload";"0";"Discovery: In the steps of Columbus";"Discovery";"1077900";"D\Discovery\Discovery.Slave";"4096";"D\Discovery";"524288";"Discovery";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Discovery ? 1986 Micro Illusions.";"1986 Micro Illusions";"whdload";"0";"Discovery";"DiscoveryMicroIllusions";"487611";"D\DiscoveryMicroIllusions\DiscoveryMicroIllusions.Slave";"262144";"D\DiscoveryMicroIllusions";"524288";"DiscoveryMicroIllusions";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Disposable Hero ? 1993-94 Euphoria/Gremlin Graphics.";"1994 EUPHORIA ";"whdload";"0";"Disposable Hero (disks version) ";"DisposableHero";"2012127";"D\DisposableHero\DisposableHero.Slave";"0";"D\DisposableHero";"1048576";"DisposableHero";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Distant Armies: A Playing History of Chess";"1988 Eagle Tree Software";"whdload";"0";"Distant Armies: A Playing History of Chess";"DistantArmies";"679094";"D\DistantArmies\DistantArmies.Slave";"786432";"D\DistantArmies";"524288";"DistantArmies";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, NoKbd, ClearMem";"Ditris ? 1990 Magic Soft";"1990 Magic Soft";"whdload";"0";"Ditris";"Ditris";"241852";"D\Ditris\Ditris.Slave";"4096";"D\Ditris";"524288";"Ditris";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dizzy Collection by Code Masters (c) 1991 - 2 disks.";"1991 Code Masters";"whdload";"0";"Dizzy Collection [disk 1]";"DizzyCollection";"1701109";"D\DizzyCollection\Disk1.Slave";"0";"D\DizzyCollection";"1048576";"DizzyCollection";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dizzy Collection by Code Masters (c) 1991 - 2 disks.";"1991 Code Masters";"whdload";"0";"Dizzy Collection [disk 2]";"DizzyCollection";"1701109";"D\DizzyCollection\Disk2.Slave";"0";"D\DizzyCollection";"524288";"DizzyCollection";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dizzy Dice (c) 1990 Smash 16 - 1 disk.";"1990 Smash 16";"whdload";"0";"Dizzy Dice";"DizzyDice";"189283";"D\DizzyDice\DizzyDice.Slave";"0";"D\DizzyDice";"524288";"DizzyDice";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dizzy Panic by Code Masters/Big Red Software (c) 1992 - 1 disk.";"1992 Code Masters";"whdload";"0";"Dizzy Panic";"DizzyPanic";"118283";"D\DizzyPanic\DizzyPanic.slave";"0";"D\DizzyPanic";"524288";"DizzyPanic";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Dizzy - Prince of the Yolkfolk by Code Masters (c) 1992 - 1 disk.";"1992 Code Masters";"whdload";"0";"Dizzy - Prince of the Yolkfolk";"DizzyPrinceOfTheYolkfolk";"261447";"D\DizzyPrinceOfTheYolkfolk\DizzyPrinceOfTheYolkfolk.slave";"262144";"D\DizzyPrinceOfTheYolkfolk";"524288";"DizzyPrinceOfTheYolkfolk";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Dizzy's Excellent Adventures ? 1992 Codemasters";"1992 Codemasters";"whdload";"0";"Dizzy";"DizzysExcellentAdventures";"1084611";"D\DizzysExcellentAdventures\Disk1.Slave";"4096";"D\DizzysExcellentAdventures";"524288";"DizzysExcellentAdventures";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Dizzy's Excellent Adventures ? 1992 Codemasters";"1992 Codemasters";"whdload";"0";"Dizzy";"DizzysExcellentAdventures";"1084611";"D\DizzysExcellentAdventures\Disk2.Slave";"4096";"D\DizzysExcellentAdventures";"524288";"DizzysExcellentAdventures";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero";"Dogfight (c) 1993 Microprose Ltd.";"1993 Microprose Ltd.";"whdload";"0";"Dogfight";"Dogfight";"1944779";"D\Dogfight\Dogfight.slave";"524288";"D\Dogfight";"524288";"Dogfight";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dogs of War (c) 1989 Elite Systems";"1989 Elite Systems";"whdload";"0";"Dogs of War";"DogsOfWar";"621995";"D\DogsOfWar\DogsOfWar.Slave";"4096";"D\DogsOfWar";"524288";"DogsOfWar";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, NoKbd";"Dojo Dan (c) 1992 Europress - 2 disks.";"1992 Europress";"whdload";"0";"Dojo Dan";"DojoDan";"1820271";"D\DojoDan\DojoDan.Slave";"524288";"D\DojoDan";"524288";"DojoDan";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Dominator by System 3 (c) 1989 - 1 disk.";"1989 System 3";"whdload";"0";"Dominator";"Dominator";"448613";"D\Dominator\Dominator.slave";"0";"D\Dominator";"524288";"Dominator";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Dominium ?1993 Microids";"1993 Microids";"whdload";"0";"Dominium";"Dominium";"2767107";"D\Dominium\Dominium.Slave";"786432";"D\Dominium";"524288";"Dominium";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Donald Duck's Playground ? 1987 Sierra.";"1987 Sierra";"whdload";"0";"Donald Duck";"DonaldDucksPlayground";"272084";"D\DonaldDucksPlayground\DonaldDucksPlayground.Slave";"262144";"D\DonaldDucksPlayground";"524288";"DonaldDucksPlayground";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Donald's Alphabet Chase ? Westwood Associates.";"19xx Westwood Associates.";"whdload";"0";"Donald";"DonaldsAlphabetChase";"694049";"D\DonaldsAlphabetChase\DonaldsAlphabetChase.Slave";"262144";"D\DonaldsAlphabetChase";"524288";"DonaldsAlphabetChase";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"Donkey Kong ? 1991 Bignonia.";"1991 Bignomia";"whdload";"0";"Donkey Kong";"DonkeyKong";"403220";"D\DonkeyKong\DonkeyKong.slave";"0";"D\DonkeyKong";"524288";"DonkeyKong";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Donk by The Hidden (c) 1993 - 3 disks.";"1993 The Hidden";"whdload";"0";"Donk";"DonkTheSamuraiDuckAGA";"2977780";"D\DonkTheSamuraiDuckAGA\DonkTheSamuraiDuckAGA.slave";"0";"D\DonkTheSamuraiDuckAGA";"2097152";"DonkTheSamuraiDuck";"AGA";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, NoKbd";"";"";"whdload";"0";"";"Doodlebug";"912800";"D\Doodlebug\Doodlebug.slave";"";"D\Doodlebug";"524288";"Doodlebug";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Doofus by Prestige Software (c) 1993 - 1 disk.";"1993 Prestige";"whdload";"0";"Doofus";"Doofus";"912597";"D\Doofus\Doofus.Slave";"0";"D\Doofus";"524288";"Doofus";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Double Agent by Flair (c) 1996 - 2 disks.";"1996 Flair";"whdload";"0";"Double Agent";"DoubleAgent";"1508978";"D\DoubleAgent\DoubleAgent.slave";"4096";"D\DoubleAgent";"1048576";"DoubleAgent";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Double Dragon ? 1988 Ocean Software.";"1988 Ocean Software";"whdload";"0";"Double Dragon";"DoubleDragon";"917778";"D\DoubleDragon\DoubleDragon.Slave";"4096";"D\DoubleDragon";"524288";"DoubleDragon";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Double Dragon II - The Revenge ? 1989 Virgin Games Ltd.";"1989 Virgin Games Ltd";"whdload";"0";"Double Dragon II";"DoubleDragon2";"972362";"D\DoubleDragon2\DoubleDragon2.Slave";"0";"D\DoubleDragon2";"524288";"DoubleDragon2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Double Dragon 3 ? 1991 The Sales Curve.";"1991 The Sales Curve";"whdload";"0";"Double Dragon 3";"DoubleDragon3";"1319716";"D\DoubleDragon3\DoubleDragon3.slave";"0";"D\DoubleDragon3";"524288";"DoubleDragon3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Double Dribble ? 1990 Konami.";"1990 Konami";"whdload";"0";"Double Dribble";"DoubleDribble";"607983";"D\DoubleDribble\DoubleDribble.slave";"0";"D\DoubleDribble";"524288";"DoubleDribble";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Super Ski ? 1988-89 Micro?ds/Loriciel/Broderbund.";"1988 Microïds/Loriciel/Broderbund.";"whdload";"0";"Eddie Edwards / Super Ski / Downhill Challenge";"DownhillChallenge";"916408";"D\DownhillChallenge\DownhillChallenge.Slave";"262144";"D\DownhillChallenge";"524288";"DownhillChallenge";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Dragon Breed ? 1989 Irem/Activision.";"1989 IREM/Activision";"whdload";"0";"Dragon Breed";"DragonBreed";"1001812";"D\DragonBreed\DragonBreed.Slave";"0";"D\DragonBreed";"524288";"DragonBreed";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, NoKbd, EmulPriv, Examine";"Dragon Fighter ? 1991 IDEA.";"1991 IDEA.";"whdload";"0";"Dragon Fighter";"DragonFighter";"1191062";"D\DragonFighter\DragonFighter.Slave";"262144";"D\DragonFighter";"1048576";"DragonFighter";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"";"1990 Thalion";"whdload";"0";"Dragon Flight";"Dragonflight";"1803818";"D\Dragonflight\Dragonflight.Slave";"4096";"D\Dragonflight";"524288";"Dragonflight";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Dragons Breath ? 1990 Palace Software";"1990 Palace Software";"whdload";"0";"<>--( Dragons Breath )--<>";"DragonsBreath";"2825463";"D\DragonsBreath\DragonsBreath.Slave";"262144";"D\DragonsBreath";"524288";"DragonsBreath";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dragonscape by Free Spirit/Wicked Software (c) 1988-89 - 1 disk.";"1989 Free Spirit";"whdload";"0";"Dragonscape";"DragonScape";"574640";"D\DragonScape\DragonScape.slave";"0";"D\DragonScape";"524288";"DragonScape";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dragon's Kingdom (Demo) ? 1991 GENIAS/GOLDEN TEAM.";"1991 GOLDEN TEAM/GENIAS ";"whdload";"0";"Dragon";"DragonsKingdomDemo";"918327";"D\DragonsKingdomDemo\DragonsKingdomDemo.Slave";"0";"D\DragonsKingdomDemo";"524288";"DragonsKingdom";"OCS/ECS";"";"";"Demo";"";"";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"Dragon'S Lair ? 1989 Ready Soft.";"1989 Ready Soft ";"whdload";"0";"Dragon";"DragonsLair";"6277688";"D\DragonsLair\DragonsLair.Slave";"4096";"D\DragonsLair";"1048576";"DragonsLair";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Dragon'S Lair ? 1989 Ready Soft.";"1988-89 Visionary Design Technologies.";"whdload";"0";"Dragon";"DragonsLair&EscapeSlow";"10419276";"D\DragonsLair&EscapeSlow\DragonsLair&EscapeSlow.Slave";"262144";"D\DragonsLair&EscapeSlow";"1048576";"DragonsLair&Escape";"OCS/ECS";"";"Slow";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Dragon'S Lair 2 (Time Warp) ? 1990 Ready Soft (6 disks).";"1990 Ready Soft";"whdload";"0";"Dragon";"DragonsLair2";"6165057";"D\DragonsLair2\DragonsLair2.Slave";"0";"D\DragonsLair2";"532480";"DragonsLair2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Dragon'S Lair 3 (Curse of Mordread) ? 1992 Ready Soft (7 disks).";"1992 Ready Soft";"whdload";"0";"Dragon";"DragonsLair3";"7189595";"D\DragonsLair3\DragonsLair3.Slave";"0";"D\DragonsLair3";"532480";"DragonsLair3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Dragon's lair (Part 1&2): ? 1989 Visionary Design Technologies.";"1988-89 Visionary Design Technologies.";"whdload";"0";"Dragon";"DragonsLairEscapeSlow";"4593417";"D\DragonsLairEscapeSlow\DragonsLairEscapeSlow.Slave";"262144";"D\DragonsLairEscapeSlow";"1048576";"DragonsLairEscape";"OCS/ECS";"";"Slow";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Dragon Spirit ? 1989 Domark.";"1989 Domark";"whdload";"0";"Dragon Spirit";"DragonSpirit";"680283";"D\DragonSpirit\DragonSpirit.Slave";"0";"D\DragonSpirit";"524288";"DragonSpirit";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Dragonstone ? 1994 Core Design.";"1994 Core Design";"whdload";"0";"Dragonstone";"Dragonstone";"3624754";"D\Dragonstone\Dragonstone.Slave";"589824";"D\Dragonstone";"524288";"Dragonstone";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine, EmulDivZero";"Dragon Strike ? 1990 Westwood / S.S.I";"1990 Westwood / S.S.I";"whdload";"0";"Dragon Strike";"DragonStrike";"1413785";"D\DragonStrike\DragonStrike.Slave";"655360";"D\DragonStrike";"524288";"DragonStrike";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ReqAGA, ClearMem";"Dragon Tiles ?1992 S.J.Smith";"1992 S.J.Smith";"whdload";"0";"Dragon Tiles AGA";"DragonTilesAGA";"544337";"D\DragonTilesAGA\DragonTilesAGA.Slave";"12288";"D\DragonTilesAGA";"520192";"DragonTiles";"AGA";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Dragon Tiles 2: The Tournament ?1993 Software Circus";"1993 Software Circus";"whdload";"0";"Dragon Tiles 2: The Tournament";"DragonTiles2";"1242112";"D\DragonTiles2\DragonTiles2.Slave";"344064";"D\DragonTiles2";"790528";"DragonTiles2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, EmulPriv, ClearMem, Examine";"Dragon Wars ?1989-90 Interplay";"1989-90 Interplay";"whdload";"0";"Dragon Wars";"DragonWars";"1850869";"D\DragonWars\DragonWars.Slave";"1048576";"D\DragonWars";"524288";"DragonWars";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, ClearMem";"Drakkhen ? 1990 Infogrames/Draconia.";"1990 Infogrames/Draconian.";"whdload";"0";"Drakkhen";"DrakkhenImage";"1861658";"D\DrakkhenImage\DrakkhenImage.Slave";"262144";"D\DrakkhenImage";"1024000";"Drakkhen";"OCS/ECS";"";"";"";"Image";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Dr Doom's Revenge ? 1987 Paragon.";"1987 Paragon.";"whdload";"0";"Dr Doom";"DrDoomsRevenge1Disk";"782223";"D\DrDoomsRevenge1Disk\DrDoomsRevenge1Disk.Slave";"786432";"D\DrDoomsRevenge1Disk";"524288";"DrDoomsRevenge";"OCS/ECS";"";"";"";"1Disk";"";"A-Games"
"NoError, Req68020, EmulPriv, Examine";"DreamWeb AGA or OCS (c) 1993 Empire Software.";"1994 Emp¡re Software";"whdload";"0";"DreamWeb";"DreamWebAGA";"3296257";"D\DreamWebAGA\DreamWebAGA.Slave";"983040";"D\DreamWebAGA";"1114112";"DreamWeb";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Dream Zone ? 1988 Baudville.";"1988 Baudville";"whdload";"0";"Dream Zone";"DreamZone";"1007541";"D\DreamZone\DreamZone.Slave";"262144";"D\DreamZone";"524288";"DreamZone";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Dr Fruit ? 1987 SoftGang/Anco.";"SoftGang/Anco 1987";"whdload";"0";"Dr Fruit";"DrFruit";"421378";"D\DrFruit\DrFruit.Slave";"262144";"D\DrFruit";"524288";"DrFruit";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Driller (c) 1988 Incentive Software/Domark - 1 disk.";"1988 Incentive Software/Domark";"whdload";"0";"Driller";"Driller";"497114";"D\Driller\Driller.Slave";"262144";"D\Driller";"688128";"Driller";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Drip (c) 1989 Art Skiles";"1989 Art Skiles";"whdload";"0";"Drip";"Drip";"392539";"D\Drip\Drip.Slave";"262144";"D\Drip";"524288";"Drip";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Drivin' Force ? 1989 Digital Magic Software";"1989 Digital Magic Software";"whdload";"0";"Drivin";"DrivinForce";"984444";"D\DrivinForce\DrivinForce.Slave";"4096";"D\DrivinForce";"524288";"DrivinForce";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Dr. Mario by Trash Danmark in 1992.";"";"whdload";"0";"";"DrMario";"111706";"D\DrMario\DrMario.slave";"";"D\DrMario";"524288";"DrMario";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Duck Tales: The Quest for Gold ?1990 Disney Software";"1990 Disney Software";"whdload";"0";"Duck Tales: The Quest for Gold";"DuckTales";"1515563";"D\DuckTales\DuckTales.slave";"262144";"D\DuckTales";"524288";"DuckTales";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Dugger ? 1988 Linel.";"1988 Linel";"whdload";"0";"Dugger";"Dugger";"956089";"D\Dugger\Dugger.Slave";"262144";"D\Dugger";"524288";"Dugger";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd, EmulPriv, Examine";"Dune ? 1992 Cryo.";"1992 Cryo";"whdload";"0";"Dune";"Dune";"3640393";"D\Dune\Dune.Slave";"786432";"D\Dune";"524288";"Dune";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Dune II  ? 1993 Westwood/Virgin Games.";"1992 Westwood Studios";"whdload";"0";"Dune 2";"Dune2";"4119687";"D\Dune2\Dune2.Slave";"393216";"D\Dune2";"1048576";"Dune2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv";"Dungeon Master ? 1986-1992 FTL/Software Heaven";"1986-1992 FTL/Software Heaven";"whdload";"0";"Dungeon Master (V3.6)";"DungeonMaster";"1031408";"D\DungeonMaster\DungeonMaster.slave";"786432";"D\DungeonMaster";"524288";"DungeonMaster";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"Dungeon Master II: The Legend of Skullkeep";"1994 Interplay";"whdload";"0";"Dungeon Master II: The Legend of Skullkeep";"DungeonMaster2AGA";"5808081";"D\DungeonMaster2AGA\DungeonMaster2AGA.Slave";"1572864";"D\DungeonMaster2AGA";"1572864";"DungeonMaster2";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Dungeon Quest ?1989 Image Tech";"1989 Image Tech";"whdload";"0";"Dungeon Quest";"DungeonQuest";"1447592";"D\DungeonQuest\DungeonQuest.Slave";"786432";"D\DungeonQuest";"524288";"DungeonQuest";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Dungeons of Avalon ? 1991-92 Zeret.";"1991-92 ZERET.";"whdload";"0";"Dungeons Of Avalon";"DungeonsOfAvalon";"733532";"D\DungeonsOfAvalon\DungeonsOfAvalon.Slave";"786432";"D\DungeonsOfAvalon";"524288";"DungeonsOfAvalon";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Dungeons of Avalon 2 ? 1991-92 Zeret.";"1991-92 ZERET.";"whdload";"0";"Dungeons Of Avalon 2";"DungeonsOfAvalon2";"657909";"D\DungeonsOfAvalon2\DungeonsOfAvalon2.Slave";"786432";"D\DungeonsOfAvalon2";"524288";"DungeonsOfAvalon2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Duck (c) 1991 Gremlin. This game was hidden in";"1991 Gremlin";"whdload";"0";"Duck";"Dux";"18193";"D\Dux\Dux.Slave";"0";"D\Dux";"65536";"Dux";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dylan Dog ? 1992 Simulmondo - 2 disks";"1992 Simulmondo";"whdload";"0";"Dylan Dog";"DylanDogTheMurderers";"1812034";"D\DylanDogTheMurderers\DylanDogTheMurderers.slave";"524288";"D\DylanDogTheMurderers";"524288";"DylanDogTheMurderers";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, ClearMem";"Dyna Blaster ? 1991 Hudson Soft (1 disk)";"1991 Hudson Soft";"whdload";"0";"Dyna Blaster";"DynaBlaster";"931568";"D\DynaBlaster\DynaBlaster.Slave";"4096";"D\DynaBlaster";"524288";"DynaBlaster";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Dynamite Dux (c) 1989 Activision/Sega.";"1989 Activision/Sega";"whdload";"0";"Dynamite Dux";"DynamiteDux";"921583";"D\DynamiteDux\DynamiteDux.Slave";"0";"D\DynamiteDux";"524288";"DynamiteDux";"OCS/ECS";"";"";"";"";"";"A-Games"
